Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
18.6,55.1,45.6,Loamy,Pulses,26,44,18,20-20
21.8,73.8,34.4,Alluvial,Cotton,31,21,38,17-17-17
19.6,71.8,51.2,Clayey,Maize,48,17,28,20-20
36.5,69.7,40.6,Clayey,Barley,37,8,8,Urea
30.0,64.8,45.6,Loamy,Barley,29,38,3,14-35-14
35.8,47.2,31.9,Alluvial,Cotton,30,47,22,17-17-17
19.0,42.2,40.5,Sandy,Cotton,0,30,6,20-20
32.2,40.3,55.6,Sandy,Tobacco,38,1,17,20-20
29.5,84.3,34.7,Loamy,Tobacco,40,38,30,17-17-17
19.3,66.8,54.6,Black,Millets,33,14,43,28-28
26.3,53.9,62.5,Black,Groundnuts,21,2,9,20-20
23.1,79.5,28.6,Loamy,Rice,23,5,16,20-20
32.4,40.3,45.4,Sandy,Wheat,20,37,23,20-20
26.4,60.0,37.1,Red,Cotton,47,30,34,17-17-17
26.6,44.1,54.9,Laterite,Barley,12,5,26,20-20
24.3,42.7,53.1,Laterite,Rice,12,27,1,20-20
24.1,76.5,36.8,Clayey,Tobacco,11,4,23,20-20
37.7,50.1,51.5,Loamy,Cotton,11,9,12,20-20
33.0,65.6,36.0,Alluvial,Rice,2,25,4,20-20
29.4,68.4,45.7,Sandy,Millets,7,10,30,20-20
24.2,48.2,45.2,Sandy,Millets,33,15,49,20-20
20.7,81.7,59.7,Laterite,Pulses,22,45,26,17-17-17
34.2,74.5,29.6,Clayey,Groundnuts,48,7,28,28-28
30.9,60.6,46.1,Alluvial,Sugarcane,38,37,17,20-20
35.3,62.5,36.9,Sandy,Groundnuts,14,47,41,10-26-26
21.3,44.7,30.8,Loamy,Maize,27,29,1,14-35-14
36.2,59.6,30.2,Red,Pulses,19,26,23,20-20
19.0,51.6,30.4,Sandy,Tobacco,37,22,4,14-35-14
34.7,72.0,29.5,Sandy,Maize,8,38,28,10-26-26
23.3,52.6,62.2,Clayey,Cotton,32,10,37,28-28
26.2,55.7,25.9,Sandy,Rice,35,46,10,14-35-14
30.9,45.8,51.0,Red,Maize,38,24,0,14-35-14
18.8,56.3,58.1,Laterite,Groundnuts,43,4,9,Urea
27.3,75.3,62.9,Black,Pulses,49,35,11,14-35-14
19.3,83.8,39.4,Sandy,Groundnuts,9,45,4,10-26-26
33.0,71.5,37.3,Sandy,Tobacco,25,4,7,20-20
20.8,72.2,63.9,Sandy,Rice,15,20,42,20-20
32.7,62.5,47.9,Clayey,Maize,37,24,45,17-17-17
29.0,48.7,29.1,Alluvial,Barley,20,7,19,20-20
26.8,55.4,46.9,Clayey,Tobacco,14,25,29,20-20
32.5,79.1,32.6,Sandy,Tobacco,36,6,21,20-20
34.8,40.8,27.0,Alluvial,Millets,37,13,30,28-28
28.8,52.8,64.8,Alluvial,Sugarcane,12,28,25,20-20
30.5,66.1,54.7,Alluvial,Wheat,4,6,41,DAP
23.7,71.2,37.2,Laterite,Tobacco,8,0,26,20-20
28.3,55.4,38.1,Black,Millets,5,1,5,20-20
31.2,76.4,51.9,Black,Tobacco,19,23,38,20-20
18.4,59.4,26.3,Alluvial,Cotton,44,40,29,17-17-17
33.5,49.8,49.8,Clayey,Wheat,44,12,25,20-20
36.4,83.9,33.9,Loamy,Rice,39,16,15,20-20
35.9,65.8,39.0,Clayey,Wheat,0,25,14,20-20
27.0,58.2,64.4,Laterite,Wheat,17,38,33,10-26-26
19.1,77.5,43.3,Black,Pulses,11,48,6,10-26-26
20.1,69.5,61.3,Alluvial,Tobacco,6,3,31,DAP
31.7,48.6,45.8,Black,Cotton,34,29,47,17-17-17
20.9,44.7,41.9,Laterite,Groundnuts,0,21,4,20-20
32.7,77.8,46.8,Red,Barley,3,17,35,20-20
25.3,50.3,33.7,Alluvial,Maize,43,46,38,17-17-17
18.8,60.5,60.6,Sandy,Millets,30,30,8,14-35-14
21.7,40.3,43.7,Sandy,Rice,32,38,34,17-17-17
35.7,52.4,33.9,Loamy,Tobacco,36,15,17,20-20
27.8,49.8,28.1,Laterite,Cotton,4,41,16,10-26-26
21.5,79.4,54.5,Red,Tobacco,32,35,35,17-17-17
23.4,40.2,31.5,Alluvial,Maize,24,5,14,20-20
18.6,56.9,50.1,Black,Barley,48,38,43,17-17-17
35.4,47.8,26.8,Red,Wheat,41,19,17,20-20
34.1,43.5,41.5,Alluvial,Tobacco,32,36,27,17-17-17
33.4,68.4,64.5,Laterite,Barley,44,41,8,14-35-14
28.4,49.6,56.3,Clayey,Rice,25,8,29,20-20
37.6,68.3,41.6,Black,Tobacco,12,43,38,10-26-26
19.1,40.8,30.7,Loamy,Wheat,43,43,30,17-17-17
24.1,61.7,27.5,Black,Maize,9,24,42,20-20
28.0,45.8,48.3,Sandy,Maize,2,2,12,20-20
34.3,59.4,56.9,Alluvial,Tobacco,48,11,41,28-28
30.1,68.4,41.7,Laterite,Rice,20,39,35,20-20
30.9,52.5,43.0,Clayey,Cotton,42,7,29,28-28
37.2,48.7,53.7,Alluvial,Maize,18,10,4,20-20
18.2,40.9,48.5,Red,Barley,18,41,49,10-26-26
32.4,59.9,54.3,Laterite,Millets,46,22,15,20-20
21.6,55.8,42.6,Black,Millets,4,25,48,20-20
32.8,41.3,46.6,Clayey,Sugarcane,32,17,42,20-20
30.5,56.1,64.8,Sandy,Maize,25,0,47,20-20
23.8,79.1,61.2,Clayey,Rice,41,17,23,20-20
21.8,60.9,34.8,Laterite,Pulses,5,21,13,20-20
27.7,82.1,50.5,Clayey,Groundnuts,22,6,47,20-20
36.6,60.6,32.3,Black,Barley,8,1,14,20-20
36.7,82.0,30.0,Sandy,Pulses,2,5,41,DAP
32.3,59.3,37.3,Alluvial,Millets,11,2,4,20-20
27.6,83.8,25.2,Clayey,Pulses,28,11,17,20-20
18.5,58.3,33.8,Black,Pulses,21,10,35,20-20
22.2,50.8,36.3,Black,Millets,30,40,41,17-17-17
37.3,55.4,38.5,Alluvial,Tobacco,22,37,1,14-35-14
37.6,69.3,54.7,Black,Wheat,47,2,0,Urea
36.0,68.1,30.4,Black,Groundnuts,0,26,20,20-20
26.1,74.7,44.4,Red,Tobacco,44,39,16,20-20
22.3,76.6,33.7,Laterite,Tobacco,45,22,21,17-17-17
36.8,48.2,47.7,Alluvial,Sugarcane,1,30,23,20-20
30.9,40.8,63.4,Loamy,Rice,30,22,10,14-35-14
32.0,40.6,27.0,Black,Pulses,36,4,20,20-20
36.1,72.1,57.7,Sandy,Cotton,19,24,49,20-20
33.3,61.8,31.0,Alluvial,Maize,32,4,0,Urea
30.2,43.8,50.7,Laterite,Wheat,29,33,4,14-35-14
23.1,76.2,57.7,Loamy,Groundnuts,19,4,30,20-20
35.3,63.4,51.8,Clayey,Barley,15,11,49,20-20
37.3,81.3,55.6,Loamy,Tobacco,47,43,46,17-17-17
18.3,67.7,63.4,Black,Pulses,31,14,49,28-28
30.8,50.6,53.5,Alluvial,Cotton,23,48,17,20-20
26.4,42.0,36.6,Loamy,Maize,34,17,25,20-20
20.1,62.8,57.6,Sandy,Millets,16,42,22,10-26-26
28.7,57.7,58.9,Black,Rice,38,17,12,20-20
34.9,77.4,41.1,Clayey,Millets,32,16,31,20-20
36.2,67.2,46.1,Red,Wheat,24,9,3,20-20
20.1,75.0,31.8,Sandy,Tobacco,29,15,48,20-20
28.9,64.8,39.3,Red,Millets,48,49,20,20-20
21.7,62.4,36.0,Alluvial,Cotton,24,8,1,20-20
22.8,62.0,36.4,Sandy,Sugarcane,0,5,36,DAP
19.0,78.4,32.9,Loamy,Maize,6,30,45,20-20
36.1,45.7,32.1,Red,Barley,39,47,35,17-17-17
29.7,73.1,37.9,Sandy,Barley,17,17,45,20-20
27.9,60.4,26.5,Black,Sugarcane,41,18,21,20-20
18.1,85.0,57.1,Laterite,Sugarcane,47,35,38,17-17-17
21.0,52.8,40.0,Red,Millets,14,49,28,10-26-26
18.4,44.6,41.4,Laterite,Tobacco,49,22,37,17-17-17
27.3,56.3,29.3,Red,Tobacco,28,36,10,14-35-14
19.9,41.2,41.1,Loamy,Maize,8,10,34,DAP
32.5,62.7,52.2,Sandy,Wheat,24,9,20,20-20
27.9,81.5,25.6,Clayey,Wheat,22,4,12,20-20
27.8,58.3,64.5,Laterite,Cotton,36,17,20,20-20
23.6,56.6,31.4,Red,Rice,5,13,21,20-20
21.4,48.9,37.8,Laterite,Wheat,22,16,28,20-20
37.4,41.0,57.1,Clayey,Millets,45,23,5,14-35-14
20.9,71.4,50.7,Red,Groundnuts,33,46,39,17-17-17
20.8,81.4,28.7,Clayey,Groundnuts,42,39,27,17-17-17
35.9,63.5,35.5,Loamy,Millets,28,27,41,17-17-17
26.0,42.3,44.9,Clayey,Maize,44,3,7,Urea
20.1,52.1,45.8,Sandy,Cotton,46,36,25,17-17-17
32.1,48.6,39.7,Loamy,Maize,27,49,13,14-35-14
19.4,56.0,45.1,Laterite,Groundnuts,37,4,27,28-28
21.5,57.0,58.7,Laterite,Wheat,47,39,10,14-35-14
35.9,81.4,28.8,Loamy,Wheat,41,8,18,20-20
21.4,48.4,25.4,Black,Wheat,13,24,43,20-20
21.5,55.2,25.7,Loamy,Wheat,3,27,18,20-20
34.7,49.7,29.8,Red,Sugarcane,29,2,21,20-20
27.2,80.6,27.0,Alluvial,Sugarcane,5,39,42,10-26-26
31.3,60.4,58.4,Alluvial,Maize,43,36,7,14-35-14
30.1,78.2,46.6,Laterite,Groundnuts,44,31,18,20-20
25.7,60.0,30.7,Red,Rice,16,41,7,10-26-26
20.9,57.5,63.1,Alluvial,Maize,19,24,49,20-20
31.4,71.6,39.9,Laterite,Wheat,21,47,10,14-35-14
27.7,75.0,40.3,Loamy,Barley,36,27,26,17-17-17
28.5,76.4,39.5,Black,Barley,46,15,45,20-20
36.7,72.6,48.1,Alluvial,Pulses,20,9,4,20-20
28.2,64.6,39.4,Red,Groundnuts,45,9,7,Urea
24.3,70.7,59.9,Alluvial,Pulses,48,24,48,17-17-17
28.2,50.9,54.8,Laterite,Groundnuts,39,3,0,Urea
30.9,69.3,58.0,Red,Barley,3,6,15,20-20
37.6,66.8,53.4,Sandy,Groundnuts,38,6,11,Urea
36.4,83.6,46.6,Loamy,Millets,40,44,33,17-17-17
19.3,61.0,34.6,Loamy,Millets,12,28,30,20-20
34.0,68.4,45.1,Laterite,Maize,32,41,19,20-20
21.9,67.3,52.1,Alluvial,Sugarcane,24,20,12,20-20
35.8,67.0,46.2,Black,Sugarcane,24,46,34,17-17-17
30.6,65.1,54.7,Loamy,Millets,36,21,49,17-17-17
32.5,68.5,30.6,Alluvial,Barley,11,45,47,10-26-26
36.4,59.8,47.0,Loamy,Barley,28,19,49,20-20
28.5,41.1,41.5,Red,Rice,28,35,40,17-17-17
25.0,78.5,40.8,Loamy,Tobacco,8,41,38,10-26-26
33.2,62.7,64.5,Loamy,Pulses,42,33,34,17-17-17
20.1,72.9,40.5,Clayey,Groundnuts,24,25,31,17-17-17
32.7,51.3,44.6,Clayey,Cotton,27,19,5,20-20
20.3,45.7,46.2,Loamy,Sugarcane,45,7,21,20-20
22.0,46.5,65.0,Red,Cotton,39,30,32,17-17-17
34.8,84.9,42.2,Laterite,Groundnuts,22,6,45,20-20
32.4,50.4,52.4,Alluvial,Groundnuts,48,43,43,17-17-17
23.4,76.5,27.2,Red,Rice,43,48,26,17-17-17
31.2,77.1,50.9,Loamy,Cotton,40,33,46,17-17-17
30.4,64.3,55.0,Sandy,Cotton,39,2,18,20-20
30.5,40.5,32.8,Sandy,Maize,7,17,47,20-20
26.5,72.2,49.2,Red,Cotton,9,45,6,10-26-26
25.8,60.0,60.7,Alluvial,Millets,24,41,6,14-35-14
22.0,43.6,44.0,Sandy,Rice,10,11,8,20-20
23.7,65.2,36.2,Loamy,Wheat,18,36,41,10-26-26
34.9,76.0,45.3,Alluvial,Millets,12,1,30,20-20
28.7,73.2,50.1,Loamy,Millets,28,15,1,20-20
36.2,72.8,54.4,Sandy,Millets,6,7,37,DAP
22.7,45.2,38.0,Black,Sugarcane,25,38,6,14-35-14
28.0,42.8,53.6,Clayey,Wheat,3,48,5,10-26-26
24.7,63.4,64.2,Sandy,Pulses,32,5,0,Urea
26.8,55.0,45.9,Black,Maize,19,2,0,20-20
32.3,56.5,27.1,Alluvial,Maize,28,36,35,17-17-17
29.9,67.4,41.1,Sandy,Tobacco,21,3,4,20-20
31.9,65.2,40.5,Clayey,Cotton,24,38,25,17-17-17
19.6,79.7,28.1,Alluvial,Cotton,15,15,45,20-20
25.5,81.7,45.1,Laterite,Barley,18,1,32,20-20
28.0,59.7,38.6,Laterite,Groundnuts,12,4,32,DAP
33.8,60.4,37.1,Sandy,Tobacco,46,29,48,17-17-17
20.4,51.3,61.8,Loamy,Wheat,16,48,39,10-26-26
36.9,49.6,45.8,Alluvial,Sugarcane,33,9,9,Urea
36.7,53.9,59.8,Laterite,Groundnuts,44,5,36,28-28
28.6,69.8,48.6,Clayey,Rice,14,7,25,20-20
26.1,61.8,46.6,Clayey,Wheat,45,11,35,28-28
24.9,73.4,42.5,Red,Groundnuts,35,32,30,17-17-17
30.8,55.2,61.3,Alluvial,Maize,40,1,9,Urea
33.9,62.3,60.8,Loamy,Groundnuts,10,44,14,10-26-26
35.9,70.9,59.4,Laterite,Cotton,6,17,14,20-20
26.2,59.3,48.4,Laterite,Maize,42,6,25,20-20
20.7,53.3,47.9,Clayey,Groundnuts,0,1,18,20-20
33.9,53.8,27.9,Laterite,Sugarcane,11,19,21,20-20
20.6,55.6,57.3,Alluvial,Maize,4,23,10,20-20
30.1,63.5,60.0,Sandy,Millets,1,37,15,10-26-26
33.0,40.8,45.7,Alluvial,Rice,16,41,38,10-26-26
34.0,76.1,41.6,Laterite,Wheat,41,31,29,17-17-17
31.2,56.0,57.4,Black,Tobacco,1,29,16,20-20
18.1,50.2,41.3,Loamy,Barley,45,0,48,28-28
28.9,69.8,61.1,Laterite,Pulses,3,40,8,10-26-26
34.5,78.6,41.6,Black,Groundnuts,18,46,47,10-26-26
29.8,79.9,60.6,Sandy,Millets,36,25,16,20-20
18.3,64.7,59.3,Clayey,Groundnuts,46,17,19,20-20
24.9,47.2,47.5,Black,Pulses,24,17,12,20-20
20.9,74.4,56.6,Black,Barley,34,9,38,28-28
31.6,43.3,64.7,Black,Rice,4,21,40,20-20
19.7,40.1,43.0,Loamy,Pulses,40,33,5,14-35-14
19.3,66.9,49.1,Laterite,Pulses,36,33,30,17-17-17
36.1,83.9,34.3,Clayey,Pulses,14,25,7,20-20
35.4,68.6,31.6,Sandy,Cotton,15,37,39,10-26-26
27.1,84.5,27.2,Sandy,Tobacco,17,38,0,10-26-26
30.0,52.3,41.0,Alluvial,Sugarcane,22,33,40,17-17-17
26.2,55.0,30.0,Black,Rice,12,4,0,20-20
37.2,54.1,28.9,Laterite,Rice,48,12,33,28-28
28.7,75.5,57.7,Red,Tobacco,8,7,9,20-20
24.3,74.8,27.1,Sandy,Sugarcane,16,19,10,20-20
20.6,50.6,62.3,Black,Pulses,24,8,2,20-20
34.0,81.9,55.8,Loamy,Groundnuts,21,49,5,14-35-14
21.9,49.6,52.0,Clayey,Maize,7,49,47,10-26-26
36.4,80.7,31.3,Laterite,Sugarcane,46,10,37,28-28
37.4,81.2,31.7,Red,Sugarcane,9,25,33,20-20
21.9,58.7,43.0,Clayey,Pulses,5,3,13,20-20
36.6,80.9,56.3,Loamy,Tobacco,48,28,5,14-35-14
30.7,43.2,61.4,Red,Pulses,18,25,30,20-20
22.0,72.2,37.6,Alluvial,Tobacco,1,8,15,20-20
19.7,67.9,38.6,Alluvial,Wheat,7,47,40,10-26-26
21.8,74.6,35.6,Clayey,Maize,40,40,0,14-35-14
28.7,78.5,25.2,Loamy,Tobacco,13,11,37,DAP
28.2,60.7,61.0,Red,Rice,17,46,19,10-26-26
35.9,76.3,25.1,Alluvial,Maize,17,24,29,20-20
30.6,74.3,55.6,Laterite,Wheat,21,35,16,20-20
35.0,61.7,41.6,Clayey,Rice,36,10,31,28-28
31.0,57.1,55.2,Red,Cotton,3,43,26,10-26-26
26.2,82.0,26.9,Clayey,Barley,20,3,19,20-20
31.0,71.4,50.5,Laterite,Pulses,37,12,41,28-28
21.2,42.4,42.8,Laterite,Millets,12,1,27,20-20
24.2,76.5,59.7,Clayey,Tobacco,47,14,19,20-20
35.6,46.6,53.4,Alluvial,Rice,46,15,47,20-20
27.5,60.1,25.3,Alluvial,Maize,11,15,19,20-20
32.1,83.0,46.3,Alluvial,Sugarcane,32,11,29,28-28
26.4,71.1,61.1,Loamy,Maize,44,6,14,Urea
30.0,42.7,41.5,Black,Cotton,43,28,10,14-35-14
33.4,41.7,32.8,Laterite,Pulses,19,7,32,20-20
24.5,61.3,60.1,Clayey,Pulses,24,15,7,20-20
36.9,50.8,34.6,Sandy,Groundnuts,37,35,13,14-35-14
31.3,81.0,38.8,Loamy,Maize,46,26,0,14-35-14
25.8,56.6,52.6,Red,Pulses,28,34,14,14-35-14
22.8,49.4,35.0,Loamy,Sugarcane,40,25,38,17-17-17
28.1,79.0,34.7,Loamy,Maize,27,16,26,20-20
34.3,83.2,56.7,Laterite,Groundnuts,39,14,44,28-28
18.1,40.4,57.4,Alluvial,Cotton,35,40,19,20-20
27.0,64.2,51.5,Clayey,Maize,11,24,20,20-20
36.7,43.5,52.5,Clayey,Pulses,31,13,48,28-28
27.7,79.5,46.1,Alluvial,Rice,34,22,18,20-20
27.3,80.0,43.2,Clayey,Pulses,45,25,0,14-35-14
36.9,63.4,52.1,Alluvial,Tobacco,13,23,28,20-20
18.7,62.4,31.2,Loamy,Millets,34,48,22,17-17-17
18.4,83.8,33.9,Laterite,Barley,28,3,0,20-20
29.4,40.4,35.3,Alluvial,Rice,14,1,12,20-20
31.1,67.8,37.4,Sandy,Wheat,40,8,26,28-28
27.0,41.9,37.4,Laterite,Cotton,36,17,28,20-20
35.8,40.4,33.1,Loamy,Groundnuts,43,19,9,20-20
31.3,63.8,63.8,Black,Millets,27,36,29,17-17-17
26.2,48.6,45.7,Red,Millets,11,46,3,10-26-26
31.9,65.7,61.3,Loamy,Pulses,39,21,43,17-17-17
26.2,61.7,27.8,Red,Barley,48,42,49,17-17-17
36.2,64.9,46.1,Loamy,Maize,22,21,31,17-17-17
35.3,68.2,51.8,Red,Tobacco,12,34,2,10-26-26
33.5,51.9,62.3,Sandy,Rice,34,31,14,14-35-14
26.9,67.8,55.8,Clayey,Groundnuts,32,30,27,17-17-17
34.4,66.3,45.3,Clayey,Sugarcane,14,8,5,20-20
32.6,58.5,50.2,Laterite,Sugarcane,8,5,31,DAP
27.7,79.9,40.1,Sandy,Tobacco,26,23,18,20-20
37.8,74.7,33.4,Sandy,Tobacco,41,16,28,20-20
20.7,54.2,44.4,Laterite,Cotton,24,2,30,20-20
20.9,51.5,61.6,Alluvial,Maize,26,17,24,20-20
21.5,76.6,46.7,Alluvial,Groundnuts,40,14,36,28-28
36.9,56.6,30.4,Clayey,Barley,9,13,37,DAP
23.9,62.1,42.5,Alluvial,Rice,18,38,30,10-26-26
21.4,52.0,45.4,Black,Barley,37,35,40,17-17-17
20.0,40.5,46.9,Alluvial,Sugarcane,14,12,45,DAP
23.1,78.6,46.9,Clayey,Tobacco,48,17,45,20-20
33.3,52.8,60.5,Sandy,Rice,27,13,2,20-20
26.7,76.9,61.2,Alluvial,Tobacco,6,49,35,10-26-26
34.5,42.5,44.2,Red,Barley,14,0,25,20-20
35.1,81.1,35.6,Laterite,Barley,21,9,10,20-20
37.6,84.2,62.0,Laterite,Rice,8,10,10,20-20
31.4,40.0,57.2,Alluvial,Groundnuts,21,46,36,17-17-17
27.7,56.0,37.8,Laterite,Maize,35,33,31,17-17-17
26.6,79.4,37.1,Black,Millets,12,0,0,20-20
19.0,44.7,60.2,Clayey,Rice,36,29,40,17-17-17
36.6,82.7,47.2,Alluvial,Pulses,11,23,4,20-20
19.3,68.9,48.5,Alluvial,Groundnuts,2,18,48,20-20
34.0,68.4,36.7,Black,Maize,16,11,48,20-20
34.7,53.4,56.6,Black,Cotton,49,45,36,17-17-17
33.4,51.9,25.2,Loamy,Tobacco,23,29,15,20-20
24.4,79.0,34.3,Alluvial,Maize,24,14,27,20-20
32.9,69.8,34.5,Red,Wheat,11,30,45,20-20
36.8,63.3,39.1,Red,Pulses,9,6,15,20-20
21.9,83.2,30.7,Red,Cotton,19,16,35,20-20
30.4,70.4,56.1,Alluvial,Wheat,26,45,36,17-17-17
27.9,64.5,31.7,Red,Rice,35,16,18,20-20
32.1,50.5,35.8,Clayey,Tobacco,43,42,35,17-17-17
27.6,56.8,44.7,Black,Sugarcane,12,15,10,20-20
30.7,44.5,49.2,Black,Maize,16,23,38,20-20
26.1,66.5,28.6,Clayey,Wheat,44,21,39,17-17-17
29.2,70.9,38.0,Sandy,Maize,32,15,13,20-20
26.5,69.2,26.0,Clayey,Rice,45,13,46,28-28
34.3,45.8,25.7,Red,Sugarcane,42,8,48,28-28
31.8,65.8,41.2,Alluvial,Maize,4,35,42,10-26-26
37.4,47.9,48.9,Red,Cotton,25,44,3,14-35-14
24.1,71.0,59.6,Sandy,Rice,2,43,48,10-26-26
31.8,57.6,41.6,Loamy,Tobacco,3,16,14,20-20
31.3,70.0,36.4,Black,Wheat,34,43,30,17-17-17
28.4,78.7,25.2,Red,Rice,35,25,28,17-17-17
20.7,69.0,38.6,Alluvial,Cotton,2,20,22,20-20
21.4,77.5,32.8,Loamy,Pulses,25,34,40,17-17-17
35.4,85.0,49.3,Red,Groundnuts,0,45,18,10-26-26
25.3,81.1,39.7,Clayey,Rice,15,12,32,20-20
34.7,77.5,52.9,Alluvial,Groundnuts,32,4,28,28-28
35.4,63.1,40.9,Loamy,Groundnuts,12,23,9,20-20
35.4,60.1,38.7,Alluvial,Tobacco,33,27,48,17-17-17
32.3,51.2,60.1,Loamy,Wheat,4,6,2,20-20
25.9,55.2,47.8,Loamy,Barley,17,6,31,20-20
35.3,82.9,41.2,Sandy,Rice,3,4,33,DAP
20.6,65.1,62.9,Alluvial,Rice,3,25,38,20-20
21.7,50.1,44.8,Alluvial,Rice,25,17,22,20-20
22.8,75.4,27.3,Black,Cotton,25,41,8,14-35-14
25.1,67.6,48.4,Black,Wheat,23,12,8,20-20
23.4,57.3,58.4,Loamy,Maize,21,32,10,14-35-14
21.9,77.2,58.2,Loamy,Sugarcane,24,32,24,17-17-17
29.8,84.5,31.7,Red,Maize,5,24,16,20-20
34.6,71.7,62.8,Laterite,Groundnuts,25,7,35,20-20
23.1,70.4,46.7,Loamy,Rice,3,25,21,20-20
31.3,45.1,53.8,Clayey,Barley,11,23,10,20-20
34.4,41.7,39.7,Alluvial,Barley,19,32,13,10-26-26
22.5,82.0,44.5,Clayey,Tobacco,32,18,47,20-20
18.0,45.4,46.4,Clayey,Sugarcane,44,15,7,20-20
28.4,43.3,32.7,Sandy,Maize,4,17,15,20-20
35.7,76.5,40.0,Black,Rice,24,39,4,14-35-14
33.7,54.1,61.6,Black,Wheat,38,15,15,20-20
22.2,54.1,32.2,Alluvial,Groundnuts,24,37,31,17-17-17
18.8,68.7,27.0,Red,Groundnuts,36,24,26,17-17-17
19.8,72.8,38.9,Sandy,Barley,21,43,49,17-17-17
26.1,45.1,48.1,Alluvial,Pulses,44,33,16,20-20
31.3,42.0,38.1,Sandy,Wheat,44,26,22,17-17-17
27.0,55.0,42.5,Black,Groundnuts,36,16,21,20-20
22.0,54.4,48.7,Clayey,Millets,49,42,21,17-17-17
34.2,48.5,29.4,Red,Barley,30,6,40,28-28
33.6,62.5,39.3,Loamy,Millets,24,15,18,20-20
34.7,58.7,55.6,Black,Sugarcane,31,46,44,17-17-17
37.7,63.1,62.4,Red,Barley,32,4,28,28-28
36.6,47.8,48.2,Loamy,Rice,14,2,39,DAP
32.9,54.0,37.2,Black,Millets,0,9,28,20-20
23.1,66.7,62.4,Loamy,Pulses,40,44,42,17-17-17
23.3,72.0,29.0,Laterite,Tobacco,13,22,26,20-20
33.9,55.3,25.3,Laterite,Barley,29,30,18,20-20
24.5,59.7,36.2,Sandy,Pulses,9,30,47,20-20
22.5,81.5,42.0,Loamy,Sugarcane,12,18,49,20-20
29.3,81.8,27.2,Clayey,Rice,10,42,16,10-26-26
20.8,40.0,57.4,Clayey,Barley,15,5,30,20-20
28.3,72.7,48.2,Sandy,Sugarcane,23,43,47,17-17-17
34.1,84.5,40.1,Black,Sugarcane,1,43,24,10-26-26
31.2,47.1,52.5,Black,Maize,40,37,27,17-17-17
33.0,51.8,60.3,Black,Rice,5,15,17,20-20
25.8,72.1,51.4,Sandy,Barley,16,31,49,10-26-26
34.8,69.2,38.5,Loamy,Groundnuts,28,0,21,20-20
22.6,73.7,50.2,Black,Sugarcane,45,44,34,17-17-17
30.6,53.0,50.5,Black,Tobacco,46,6,39,28-28
35.0,62.5,52.2,Red,Millets,18,3,32,20-20
36.7,49.2,30.9,Red,Tobacco,5,22,43,20-20
20.5,84.4,37.6,Loamy,Rice,11,36,4,10-26-26
34.9,50.8,41.6,Laterite,Maize,17,24,32,20-20
28.3,51.4,62.6,Loamy,Barley,42,31,42,17-17-17
28.8,72.2,47.3,Alluvial,Maize,34,11,29,28-28
24.7,65.2,28.8,Red,Wheat,31,49,19,20-20
35.5,47.1,43.2,Clayey,Cotton,36,16,21,20-20
22.7,72.8,30.3,Clayey,Pulses,46,15,12,20-20
36.3,45.3,50.8,Loamy,Maize,6,39,14,10-26-26
20.7,65.7,41.3,Red,Wheat,39,42,40,17-17-17
23.8,40.7,48.0,Black,Millets,5,31,27,10-26-26
24.9,56.1,25.3,Black,Tobacco,7,6,42,DAP
30.2,79.2,25.6,Red,Pulses,47,3,21,20-20
26.3,73.6,28.8,Laterite,Pulses,23,34,27,17-17-17
22.2,57.7,37.7,Red,Groundnuts,47,48,47,17-17-17
34.0,59.9,44.6,Red,Pulses,27,37,38,17-17-17
23.2,79.8,48.1,Laterite,Pulses,18,12,22,20-20
24.2,53.2,57.4,Red,Rice,27,15,46,20-20
32.6,59.4,52.2,Clayey,Barley,48,8,31,28-28
27.5,69.0,29.3,Loamy,Tobacco,6,30,11,20-20
24.3,54.1,50.3,Laterite,Groundnuts,49,46,26,17-17-17
19.9,72.8,38.0,Alluvial,Barley,14,32,5,10-26-26
28.2,66.3,39.4,Red,Millets,15,22,23,20-20
36.0,47.4,40.3,Clayey,Tobacco,43,29,44,17-17-17
31.3,55.6,31.9,Loamy,Tobacco,25,46,14,14-35-14
35.9,63.8,51.8,Clayey,Barley,27,29,6,14-35-14
35.6,54.2,30.2,Clayey,Tobacco,3,43,28,10-26-26
23.5,41.5,41.8,Loamy,Sugarcane,25,26,36,17-17-17
21.2,80.8,45.6,Sandy,Wheat,48,40,8,14-35-14
32.2,49.0,33.4,Sandy,Tobacco,26,7,26,28-28
24.5,77.8,36.9,Black,Cotton,7,30,28,20-20
22.6,52.3,37.6,Clayey,Pulses,40,33,1,14-35-14
27.1,80.9,29.2,Red,Wheat,29,41,17,20-20
20.0,58.2,27.5,Black,Rice,19,1,44,20-20
18.8,77.8,42.9,Loamy,Barley,12,34,35,10-26-26
24.0,76.1,35.9,Loamy,Groundnuts,43,41,20,20-20
34.8,76.1,41.4,Loamy,Tobacco,45,36,33,17-17-17
33.5,77.0,27.4,Sandy,Cotton,43,41,17,20-20
35.5,78.3,56.1,Sandy,Pulses,23,37,46,17-17-17
37.5,84.1,35.7,Red,Tobacco,49,14,25,20-20
32.9,76.3,35.9,Laterite,Wheat,0,11,7,20-20
20.3,71.8,61.5,Alluvial,Groundnuts,12,0,27,20-20
21.7,68.9,38.1,Clayey,Wheat,38,3,22,20-20
37.0,47.6,63.6,Laterite,Cotton,40,6,1,Urea
